Tool,ID,Page,Label,SpatialDist
Tika,26.tar_1402.6997.gz_Saha1402_black.pdf,16,paragraph,0.3717451523545707
PyMuPDF,26.tar_1402.6997.gz_Saha1402_black.pdf,16,paragraph,0.37045203969129
Tika,15.tar_1402.0867.gz_krumholz_black.pdf,8,paragraph,0.40934897804693415
PyMuPDF,15.tar_1402.0867.gz_krumholz_black.pdf,8,paragraph,0.4077181208053691
Tika,21.tar_1402.4147.gz_14-02-Fixed_points_of_multivariate_smoothing_transforms_with_scalar_weights_black.pdf,18,paragraph,0.3794272795779955
PyMuPDF,21.tar_1402.4147.gz_14-02-Fixed_points_of_multivariate_smoothing_transforms_with_scalar_weights_black.pdf,18,paragraph,0.3805759457933371
Tika,16.tar_1402.1402.gz_A_numerical_method_for_the_quasi-incompressible_Cahn-Hilliard-Navier-Stokes_equations_for_variable_density_flows_with_a_discrete_energy_law_black.pdf,3,paragraph,0.2874617737003058
PyMuPDF,16.tar_1402.1402.gz_A_numerical_method_for_the_quasi-incompressible_Cahn-Hilliard-Navier-Stokes_equations_for_variable_density_flows_with_a_discrete_energy_law_black.pdf,3,paragraph,0.292964824120603
Tika,21.tar_1402.4141.gz_bulkfinal2_black.pdf,7,paragraph,0.4051724137931034
PyMuPDF,21.tar_1402.4141.gz_bulkfinal2_black.pdf,7,paragraph,0.40660511363636365
Tika,17.tar_1402.2071.gz_falacm-2014-v3_black.pdf,21,paragraph,0.3307295504789978
PyMuPDF,17.tar_1402.2071.gz_falacm-2014-v3_black.pdf,21,paragraph,0.3291213635027917
Tika,24.tar_1402.5912.gz_Topology_feedback_Arxiv_April20_black.pdf,15,paragraph,0.25369512464151783
PyMuPDF,24.tar_1402.5912.gz_Topology_feedback_Arxiv_April20_black.pdf,15,paragraph,0.24685251798561153
Tika,24.tar_1402.5692.gz_rabased_arxiv_black.pdf,3,paragraph,0.402498798654493
PyMuPDF,24.tar_1402.5692.gz_rabased_arxiv_black.pdf,3,paragraph,0.40237593408698985
Tika,23.tar_1402.5579.gz_draft_LPZp_0521_black.pdf,21,paragraph,0.0029850746268657246
PyMuPDF,23.tar_1402.5579.gz_draft_LPZp_0521_black.pdf,21,paragraph,0.00297619047619051
Tika,15.tar_1402.0749.gz_memorypaper0514_black.pdf,24,paragraph,0.40341880341880343
PyMuPDF,15.tar_1402.0749.gz_memorypaper0514_black.pdf,24,paragraph,0.40399999999999997
Tika,15.tar_1402.1105.gz_LPCHEdges2_black.pdf,5,paragraph,0.00456621004566216
PyMuPDF,15.tar_1402.1105.gz_LPCHEdges2_black.pdf,5,paragraph,0.00503778337531486
Tika,20.tar_1402.3771.gz_Monthly_Steel_ARXIV_version_black.pdf,17,paragraph,0.0011621150493898824
PyMuPDF,20.tar_1402.3771.gz_Monthly_Steel_ARXIV_version_black.pdf,17,paragraph,0.0011574074074074759
Tika,22.tar_1402.4516.gz_tt-arxiv2_black.pdf,1,paragraph,0.31543624161073824
PyMuPDF,22.tar_1402.4516.gz_tt-arxiv2_black.pdf,1,paragraph,0.35197306901066017
Tika,15.tar_1402.0867.gz_krumholz_black.pdf,28,paragraph,0.40764841325458
PyMuPDF,15.tar_1402.0867.gz_krumholz_black.pdf,28,paragraph,0.4082234900649223
Tika,24.tar_1402.5927.gz_Repeaters_ArXiv_v2_15_03_10_sb_black.pdf,52,paragraph,0.33808127356514445
PyMuPDF,24.tar_1402.5927.gz_Repeaters_ArXiv_v2_15_03_10_sb_black.pdf,52,paragraph,0.3358178053830228
Tika,21.tar_1402.4418.gz_Banica-Faou-Miot_black.pdf,9,paragraph,0.5362156092083099
PyMuPDF,21.tar_1402.4418.gz_Banica-Faou-Miot_black.pdf,9,paragraph,0.5409429280397022
