Tool,ID,Page,Label,SpatialDist
PdfAct,2.tar_1701.00559.gz_Exciton_binding_energy_in_monolayer_transition_metal_dichalcogenides_2D_black.pdf,0,paragraph,"(0, 0, 0, 0.552744630071599)"
PdfAct,3.tar_1701.01290.gz_bare_jrnl_black.pdf,31,paragraph,"(0, 0, 0, 0.256844850065189)"
PdfAct,20.tar_1701.08831.gz_Carnot-final-30.01.2017_black.pdf,26,paragraph,0
PdfAct,6.tar_1701.02435.gz_Irreducibility_of_ADE_1-9-2017_no_pic_black.pdf,0,paragraph,"(0, 0, 0, 0.9678467034751543)"
PdfAct,5.tar_1701.01823.gz_gatewayinuse_black.pdf,22,paragraph,"(0, 0, 0, 0.24918460534898898)"
PdfAct,8.tar_1701.03179.gz_elec_comm_MS_black.pdf,22,paragraph,"(0, 0, 0, 0.496757457846952)"
PdfAct,6.tar_1701.02463.gz_zp62_v2_black.pdf,2,paragraph,"(0, 0, 0, 0.9265502709211318)"
PdfAct,7.tar_1701.02739.gz_paper_black.pdf,3,paragraph,0
PdfAct,3.tar_1701.00946.gz_arxiv_black.pdf,8,paragraph,"(0, 0, 0, 0.5136755887084979)"
PdfAct,1.tar_1701.00046.gz_ABOW2_ver3-0_black.pdf,31,paragraph,"(0, 0, 0, 0.35727002967359056)"
PdfAct,5.tar_1701.01972.gz_fCatenoidInG2R1_black.pdf,9,paragraph,"(0, 0, 0, 0.5542544886807181)"
PdfAct,5.tar_1701.02043.gz_Revision_final_black.pdf,15,paragraph,"(0, 0, 0, 0.31129424985952425)"
PdfAct,10.tar_1701.04003.gz_XM-article_black.pdf,14,paragraph,"(0, 0, 0, 0.5910958904109589)"
PdfAct,3.tar_1701.01058.gz_aleksandrov_plunien_shabaev_black.pdf,14,paragraph,"(0, 0, 0, 0.42146596858638746)"
PdfAct,6.tar_1701.02546.gz_main_black.pdf,4,paragraph,"(0, 0, 0, 0.5764314928425358)"
PdfAct,5.tar_1701.01741.gz_avd-rev-100517-complete_black.pdf,12,paragraph,"(0, 0, 0, 0.39545454545454545)"
PdfAct,2.tar_1701.00755.gz_PRA_1st_Submission_black.pdf,1,paragraph,"(0, 0, 0, 0.07040158651462562)"
PdfAct,20.tar_1701.09031.gz_AMC-article_black.pdf,2,paragraph,"(0, 0, 0, 0.9293700572675212)"
PdfAct,3.tar_1701.01140.gz_BFIV_nips_submit_black.pdf,11,paragraph,"(0, 0, 0, 0.6587976078061064)"
PdfAct,19.tar_1701.08303.gz_sig-alternate-sample_black.pdf,0,paragraph,"(0, 0, 0, 0.8516972227264477)"
PdfAct,8.tar_1701.03150.gz_a_priori_black.pdf,8,paragraph,"(0, 0, 0, 0.3374942209893666)"
PdfAct,5.tar_1701.01894.gz_sig-alternate_black.pdf,1,paragraph,"(0, 0, 0, 0.6881151755545761)"
PdfAct,4.tar_1701.01598.gz_cg-arxiv_black.pdf,1,paragraph,"(0, 0, 0, 0.926973781661976)"
PdfAct,9.tar_1701.03940.gz_figmn_2_black.pdf,6,paragraph,"(0, 0, 0, 0.5705832628909552)"
PdfAct,5.tar_1701.01870.gz_Quest-LZ2_black.pdf,16,paragraph,"(0, 0, 0, 0.6189555125725339)"
PdfAct,8.tar_1701.03448.gz_contiLimitCV5_black.pdf,19,paragraph,"(0, 0, 0, 0.3306814251124179)"
PdfAct,7.tar_1701.02660.gz_IFAC2017_black.pdf,3,paragraph,"(0, 0, 0, 0.562874251497006)"
PdfAct,5.tar_1701.02062.gz_paper-infoflow-compile_black.pdf,13,paragraph,"(0, 0, 0, 0.4475196934213328)"
