Tool,ID,Page,Label,SpatialDist
PdfAct,129.tar_1508.04572.gz_paperS0_black.pdf,5,footer,"(0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.27777777777777773)"
PdfAct,129.tar_1508.04882.gz_MHO_black.pdf,4,footer,"(0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.4132841328413284)"
PdfAct,128.tar_1508.04321.gz_fx_collateral_black.pdf,18,footer,"(0.20909090909090908, 0.20909090909090908, 0.20909090909090908, 0.41649048625792806)"
PdfAct,130.tar_1508.05140.gz_fpp-weighted-final_black.pdf,16,footer,"(0, 0, 0, 0.006309148264984259)"
PdfAct,123.tar_1508.01907.gz_pca_black.pdf,18,footer,"(0, 0, 0, 0.0)"
PdfAct,131.tar_1508.05756.gz_nonlinear_multi-input_new_black.pdf,0,footer,"(0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.6509803921568627)"
PdfAct,124.tar_1508.02406.gz_Zackrisson5_v2_black.pdf,4,footer,"(0, 0, 0, 0.08403361344537813)"
PdfAct,124.tar_1508.02297.gz_explore_v3_black.pdf,2,footer,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6572769953051644)"
PdfAct,131.tar_1508.05916.gz_scale_setting_QCD_black.pdf,5,footer,"(0, 0, 0, 0.00366300366300365)"
PdfAct,126.tar_1508.03136.gz_RushHourScheduling_v26_black.pdf,2,footer,"(0, 0, 0, 0.0)"
PdfAct,123.tar_1508.01842.gz_root_black.pdf,1,footer,"(0.034482758620689655, 0.034482758620689655, 0.034482758620689655, 0.06896551724137936)"
PdfAct,122.tar_1508.01179.gz_grw2_black.pdf,8,footer,"(1.0, 1.0, 1.0, 1.0)"
PdfAct,132.tar_1508.06282.gz_virasoro_black.pdf,4,footer,"(0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.475609756097561)"
PdfAct,132.tar_1508.06483.gz_paper_black.pdf,6,footer,"(0.14516129032258066, 0.08181818181818182, 0.6428571428571429, 0.16790123456790126)"
PdfAct,120.tar_1508.00540.gz_SanliLambiotte_CommunicationSpikeTrains_arXiv2_black.pdf,7,footer,"(0, 0, 0, 0.13513513513513517)"
PdfAct,125.tar_1508.02650.gz_BradlowSchaposnik082015_black.pdf,8,footer,"(0.052631578947368425, 0.03225806451612903, 0.14285714285714285, 0.16313213703099508)"
PdfAct,124.tar_1508.02575.gz_Fernandez08_black.pdf,9,footer,"(0, 0, 0, 0.0)"
PdfAct,128.tar_1508.04185.gz_proceedings_cr_black.pdf,0,footer,"(0, 0, 0, 0.27659574468085113)"
PdfAct,126.tar_1508.03490.gz_25882a_black.pdf,2,footer,"(0, 0, 0, 0.14876033057851246)"
PdfAct,123.tar_1508.01677.gz_bqfasdessin-arxiv_black.pdf,13,footer,"(0.37606837606837606, 0.3384615384615385, 0.4230769230769231, 0.36422764227642274)"
PdfAct,127.tar_1508.03722.gz_typeinst_black.pdf,1,footer,"(0.9473684210526316, 0.9, 1.0, 0.9910714285714286)"
PdfAct,122.tar_1508.01365.gz_Izidoro_et_al_2015_terrestrial_planets_July17_black.pdf,1,footer,"(0.288659793814433, 0.22580645161290322, 0.4, 0.39720034995625547)"
PdfAct,120.tar_1508.00276.gz_REVISED_NEWPFI_final_black.pdf,13,footer,"(0, 0, 0, 0.04615384615384613)"
PdfAct,120.tar_1508.00283.gz_AccurateAndPrecise_black.pdf,2,footer,"(0.9527896995708154, 0.9487179487179487, 0.9568965517241379, 0.9789081885856079)"
PdfAct,126.tar_1508.03158.gz_Braga14_arxiv_black.pdf,0,footer,"(0, 0, 0, 0.0)"
PdfAct,123.tar_1508.01965.gz_AlfaroCuello_black.pdf,3,footer,"(0, 0, 0, 0.0936170212765957)"
PdfAct,120.tar_1508.00355.gz_photon-sphere-EM2_black.pdf,1,footer,"(1.0, 1.0, 1.0, 1.0)"
PdfAct,128.tar_1508.04321.gz_fx_collateral_black.pdf,0,footer,"(0, 0, 0, 0.0)"
PdfAct,129.tar_1508.04777.gz_main-v2_black.pdf,5,footer,"(0.6901408450704225, 0.6901408450704225, 0.6901408450704225, 0.8195876288659794)"
PdfAct,123.tar_1508.01844.gz_topology_black.pdf,0,footer,"(0, 0, 0, 0.026315789473684247)"
PdfAct,130.tar_1508.05355.gz_Autonomics_Whitepaper_1.2_black.pdf,29,footer,"(0, 0, 0, 0.0)"
PdfAct,134.tar_1508.07305.gz_20sugradraft_black.pdf,30,footer,"(0, 0, 0, 0.00326797385620921)"
PdfAct,133.tar_1508.06942.gz_ms_black.pdf,0,footer,"(0.5454545454545454, 0.375, 1.0, 0.7126436781609194)"
PdfAct,123.tar_1508.01787.gz_draft_Horava_black.pdf,8,footer,"(0, 0, 0, 0.005797101449275317)"
PdfAct,133.tar_1508.06766.gz_PorrettaSouplet-IMRN-rev-black_black.pdf,1,footer,"(0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.9216061185468452)"
PdfAct,125.tar_1508.02919.gz_APV3_black.pdf,3,footer,"(0, 0, 0, 0.01904761904761898)"
PdfAct,121.tar_1508.00835.gz_PaponSchoeler_ICCV_2015_arxiv_black.pdf,2,footer,"(0.04918032786885246, 0.02564102564102564, 0.6, 0.08108108108108113)"
PdfAct,133.tar_1508.06586.gz_QRNNMarket_black.pdf,15,footer,"(0, 0, 0, 0.0016877637130801304)"
PdfAct,122.tar_1508.01179.gz_grw2_black.pdf,40,footer,"(0, 0, 0, 0.28828828828828834)"
PdfAct,121.tar_1508.00942.gz_FINAL_black.pdf,8,footer,"(0.9375, 0.9375, 0.9375, 0.9769585253456221)"
PdfAct,131.tar_1508.05952.gz_Draft_2015-08_21_black.pdf,1,footer,"(0.9500000000000001, 0.95, 0.95, 0.9754385964912281)"
PdfAct,130.tar_1508.05198.gz_MN_1196_black.pdf,5,footer,"(0, 0, 0, 0.046908315565031986)"
PdfAct,129.tar_1508.04980.gz_article_black.pdf,0,footer,"(0, 0, 0, 0.10958904109589042)"
PdfAct,130.tar_1508.05104.gz_entanglement_black.pdf,8,footer,"(0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.21229050279329612)"
PdfAct,124.tar_1508.02639.gz_DieciElia_regularization_arxiv_black.pdf,20,footer,"(0.20454545454545456, 0.20454545454545456, 0.20454545454545456, 0.34677419354838707)"
PdfAct,123.tar_1508.01787.gz_draft_Horava_black.pdf,6,footer,"(0, 0, 0, 0.0)"
PdfAct,130.tar_1508.05355.gz_Autonomics_Whitepaper_1.2_black.pdf,20,footer,"(0, 0, 0, 0.0)"
PdfAct,124.tar_1508.02337.gz_Remarks_on_mass+change_of_argument_black.pdf,1,footer,"(1.0, 1.0, 1.0, 1.0)"
PdfAct,132.tar_1508.06414.gz_Main_black.pdf,2,footer,"(0.9767441860465117, 0.9545454545454546, 1.0, 0.958139534883721)"
PdfAct,124.tar_1508.02492.gz_SCCounterBraids_Conference_itw_cr03_arxiv_black.pdf,0,footer,"(0.3103448275862069, 0.3103448275862069, 0.3103448275862069, 0.44785276073619634)"
PdfAct,126.tar_1508.03241.gz_CompleteManuscript_black.pdf,0,footer,"(0.830188679245283, 0.7857142857142857, 0.88, 0.9040247678018577)"
PdfAct,129.tar_1508.04605.gz_FeCoSe_1109_rev7_fullpaper_black.pdf,0,footer,"(0, 0, 0, 0.1556503198294243)"
PdfAct,124.tar_1508.02326.gz_shared-res-mas_black.pdf,5,footer,"(0.7727272727272727, 0.7727272727272727, 0.7727272727272727, 0.9586776859504132)"
PdfAct,132.tar_1508.06502.gz_try_black.pdf,21,footer,"(0, 0, 0, 0.13377926421404682)"
PdfAct,132.tar_1508.06510.gz_tori9_black.pdf,0,footer,"(0, 0, 0, 0.027777777777777714)"
PdfAct,123.tar_1508.01955.gz_MaxwellEE_black.pdf,4,footer,"(0, 0, 0, 0.026315789473684247)"
PdfAct,125.tar_1508.02683.gz_MBSI15-reprint_black.pdf,5,footer,"(0.16, 0.15384615384615385, 0.16666666666666666, 0.38287153652392947)"
PdfAct,120.tar_1508.00465.gz_averaging_CPRTBP_black.pdf,0,footer,"(0, 0, 0, 0.0)"
PdfAct,120.tar_1508.00228.gz_wave1_black.pdf,0,footer,"(0, 0, 0, 0.0)"
PdfAct,133.tar_1508.06841.gz_Bds_to_Jpsi_v2_black.pdf,16,footer,"(0, 0, 0, 0.01680672268907557)"
PdfAct,127.tar_1508.03648.gz_baryogenesis_arXiv_v2_black.pdf,1,footer,"(0, 0, 0, 0.0)"
PdfAct,133.tar_1508.06627.gz_chapman2-2015-final-arXiv_black.pdf,2,footer,"(0, 0, 0, 0.08695652173913046)"
PdfAct,129.tar_1508.04663.gz_FMT-ASv2_black.pdf,23,footer,"(0, 0, 0, 0.030769230769230802)"
PdfAct,131.tar_1508.05820.gz_d_black.pdf,11,footer,"(0, 0, 0, 0.16513761467889906)"
PdfAct,131.tar_1508.05864.gz_DC5_black.pdf,8,footer,"(0, 0, 0, 0.021276595744680833)"
PdfAct,132.tar_1508.06479.gz_Verify_ARINC653-camera_ready_2015-09-10_black.pdf,9,footer,"(0.3218390804597701, 0.2978723404255319, 0.35, 0.4)"
PdfAct,133.tar_1508.06586.gz_QRNNMarket_black.pdf,29,footer,"(0, 0, 0, 0.02352941176470594)"
PdfAct,134.tar_1508.07114.gz_oscillation-f14_black.pdf,6,footer,"(0, 0, 0, 0.0)"
PdfAct,126.tar_1508.03303.gz_numericalStudy_arXiv_black.pdf,11,footer,"(0, 0, 0, 0.013698630136986339)"
PdfAct,125.tar_1508.02891.gz_EWIMP-DM_black.pdf,2,footer,"(0, 0, 0, 0.013333333333333286)"
PdfAct,133.tar_1508.06813.gz_ALEv2_black.pdf,14,footer,"(0, 0, 0, 0.015267175572519135)"
PdfAct,133.tar_1508.06740.gz_Non-Gaussianity-arXiv_black.pdf,8,footer,"(0, 0, 0, 0.027777777777777714)"
PdfAct,122.tar_1508.01277.gz_SalisburyRSFinal2_black.pdf,8,footer,"(0.37209302325581395, 0.25806451612903225, 0.6666666666666666, 0.36363636363636365)"
